"cell_id","Bat_species","Year","Lat_c","Long_c","FAL_mean","wFAL_mean","BM_mean","wBM_mean","FAL/BM_n","wFAL/wBM_n","fal","bm"
50588,"Barbastella barbastellus",2004,41.7494550910518,13.7179430165591,39.76,39.76,8.87,8.87,23,23,39,9.5
50588,"Barbastella barbastellus",2007,41.7494550910518,13.7179430165591,39.2,39.2,8,8,10,10,39,9.5
50588,"Barbastella barbastellus",2010,41.7494550910518,13.7179430165591,40.2,40.2,7.6,7.6,4,4,39,9.5
50588,"Barbastella barbastellus",2016,41.7494550910518,13.7179430165591,39.56,39.56,7.95,7.95,11,11,39,9.5
50588,"Barbastella barbastellus",2017,41.7494550910518,13.7179430165591,40.4,40.4,8,8,1,1,39,9.5
50588,"Barbastella barbastellus",2018,41.7494550910518,13.7179430165591,39.38,39.38,7.98,7.98,12,12,39,9.5
50588,"Barbastella barbastellus",2019,41.7494550910518,13.7179430165591,39.19,39.19,7.9,7.9,8,8,39,9.5
50588,"Barbastella barbastellus",2022,41.7494550910518,13.7179430165591,39.25,39.25,8,8,2,2,39,9.5
50588,"Myotis crypticus",2000,41.7494550910518,13.7179430165591,38.17,38.17,5.45,5.45,4,4,39.3,8.5
50588,"Myotis crypticus",2001,41.7494550910518,13.7179430165591,39.45,39.45,6,6,2,2,39.3,8.5
50588,"Myotis crypticus",2003,41.7494550910518,13.7179430165591,39.6,39.6,6.9,6.9,1,1,39.3,8.5
50588,"Myotis crypticus",2004,41.7494550910518,13.7179430165591,38.75,38.75,6.25,6.25,2,2,39.3,8.5
50588,"Myotis crypticus",2010,41.7494550910518,13.7179430165591,38.9,38.9,6.7,6.7,1,1,39.3,8.5
50588,"Myotis crypticus",2016,41.7494550910518,13.7179430165591,39.23,39.23,5.93,5.93,3,3,39.3,8.5
50588,"Myotis crypticus",2018,41.7494550910518,13.7179430165591,37.53,37.53,6,6,2,2,39.3,8.5
50588,"Myotis crypticus",2019,41.7494550910518,13.7179430165591,39.2,39.2,6.25,6.25,2,2,39.3,8.5
50588,"Myotis crypticus",2022,41.7494550910518,13.7179430165591,39.9,39.9,6,6,1,1,39.3,8.5
50588,"Myotis mystacinus",2000,41.7494550910518,13.7179430165591,34.69,34.69,4.59,4.59,8,8,34,5.5
50588,"Myotis mystacinus",2001,41.7494550910518,13.7179430165591,34.35,34.35,4.85,4.85,4,4,34,5.5
50588,"Myotis mystacinus",2005,41.7494550910518,13.7179430165591,33.05,33.05,4.85,4.85,2,2,34,5.5
50588,"Myotis mystacinus",2007,41.7494550910518,13.7179430165591,34.7,34.7,4.83,4.83,3,3,34,5.5
50588,"Myotis mystacinus",2010,41.7494550910518,13.7179430165591,34.13,34.13,4.33,4.33,3,3,34,5.5
50588,"Myotis mystacinus",2016,41.7494550910518,13.7179430165591,35.7,35.7,5.1,5.1,1,1,34,5.5
50588,"Myotis mystacinus",2017,41.7494550910518,13.7179430165591,33.7,33.7,5.75,5.75,2,2,34,5.5
50588,"Myotis mystacinus",2018,41.7494550910518,13.7179430165591,34.1,34.1,4.77,4.77,16,16,34,5.5
50588,"Myotis mystacinus",2019,41.7494550910518,13.7179430165591,34.75,34.75,4.45,4.45,4,4,34,5.5
50588,"Myotis mystacinus",2022,41.7494550910518,13.7179430165591,34.3,34.3,4.65,4.65,2,2,34,5.5
50588,"Pipistrellus pipistrellus",2000,41.7494550910518,13.7179430165591,31.97,31.97,4.4,4.4,6,6,30.5,5.75
50588,"Pipistrellus pipistrellus",2007,41.7494550910518,13.7179430165591,31.6,31.6,4.7,4.7,4,4,30.5,5.75
50588,"Pipistrellus pipistrellus",2016,41.7494550910518,13.7179430165591,31.2,31.2,5.07,5.07,3,3,30.5,5.75
50588,"Pipistrellus pipistrellus",2017,41.7494550910518,13.7179430165591,31.6,31.6,5.2,5.2,1,1,30.5,5.75
50588,"Pipistrellus pipistrellus",2018,41.7494550910518,13.7179430165591,30.89,30.89,4.77,4.77,3,3,30.5,5.75
50588,"Pipistrellus pipistrellus",2019,41.7494550910518,13.7179430165591,31.21,31.21,4.49,4.49,34,34,30.5,5.75
50588,"Plecotus auritus",2000,41.7494550910518,13.7179430165591,39.33,39.33,6.82,6.82,11,11,39,7.5
50588,"Plecotus auritus",2001,41.7494550910518,13.7179430165591,39.17,39.17,7.47,7.47,3,3,39,7.5
50588,"Plecotus auritus",2002,41.7494550910518,13.7179430165591,38.75,38.75,7.5,7.5,2,2,39,7.5
50588,"Plecotus auritus",2003,41.7494550910518,13.7179430165591,39.3,39.3,7.5,7.5,1,1,39,7.5
50588,"Plecotus auritus",2004,41.7494550910518,13.7179430165591,39.43,39.43,8.33,8.33,3,3,39,7.5
50588,"Plecotus auritus",2007,41.7494550910518,13.7179430165591,39.94,39.94,7.16,7.16,5,5,39,7.5
50588,"Plecotus auritus",2017,41.7494550910518,13.7179430165591,38.73,38.73,6.6,6.6,3,3,39,7.5
50588,"Plecotus auritus",2018,41.7494550910518,13.7179430165591,40.07,40.07,7.37,7.37,3,3,39,7.5
50588,"Plecotus auritus",2019,41.7494550910518,13.7179430165591,39.06,39.06,7.28,7.28,9,9,39,7.5
50588,"Plecotus auritus",2022,41.7494550910518,13.7179430165591,39.8,39.8,7.7,7.7,1,1,39,7.5
58169,"Myotis mystacinus",1991,42.0830407891885,-2.71205851763868,34.6,34.6,5.4,5.4,1,1,34,5.5
58169,"Myotis mystacinus",2007,42.0830407891885,-2.71205851763868,33.8,33.8,5.3,5.3,1,1,34,5.5
58169,"Myotis mystacinus",2009,42.0830407891885,-2.71205851763868,33.2,33.2,4.2,4.2,1,1,34,5.5
58169,"Myotis mystacinus",2012,42.0830407891885,-2.71205851763868,33.9,33.9,5.8,5.8,1,1,34,5.5
58169,"Myotis mystacinus",2013,42.0830407891885,-2.71205851763868,32.6,32.6,4.4,4.4,1,1,34,5.5
58169,"Myotis mystacinus",2014,42.0830407891885,-2.71205851763868,34.4,34.4,5.7,5.7,1,1,34,5.5
71720,"Myotis emarginatus",2002,45.8579528164237,8.78928169617424,38.88,38.88,7.87,7.87,79,79,40.4,13
71720,"Myotis emarginatus",2003,45.8579528164237,8.78928169617424,38.97,38.97,7.16,7.16,32,32,40.4,13
71720,"Myotis emarginatus",2004,45.8579528164237,8.78928169617424,38.68,38.68,7.24,7.24,57,57,40.4,13
71720,"Myotis emarginatus",2005,45.8579528164237,8.78928169617424,38.59,38.59,7.55,7.55,32,32,40.4,13
71720,"Myotis emarginatus",2006,45.8579528164237,8.78928169617424,38.56,38.56,7.25,7.25,50,50,40.4,13
71720,"Myotis emarginatus",2007,45.8579528164237,8.78928169617424,38.79,38.79,7.36,7.36,71,71,40.4,13
71720,"Myotis emarginatus",2008,45.8579528164237,8.78928169617424,38.62,38.62,7.53,7.53,153,153,40.4,13
71720,"Myotis emarginatus",2009,45.8579528164237,8.78928169617424,38.61,38.61,7.19,7.19,36,36,40.4,13
71720,"Myotis emarginatus",2010,45.8579528164237,8.78928169617424,38.88,38.88,6.41,6.41,13,13,40.4,13
71720,"Myotis emarginatus",2014,45.8579528164237,8.78928169617424,38,38,7.7,7.7,1,1,40.4,13
71720,"Myotis emarginatus",2015,45.8579528164237,8.78928169617424,38.6,38.6,7.1,7.1,30,30,40.4,13
71720,"Myotis emarginatus",2016,45.8579528164237,8.78928169617424,39.02,39.02,7.17,7.17,34,34,40.4,13
71720,"Myotis emarginatus",2017,45.8579528164237,8.78928169617424,38.85,38.85,6.95,6.95,2,2,40.4,13
71720,"Myotis emarginatus",2018,45.8579528164237,8.78928169617424,38.78,38.78,7.29,7.29,131,131,40.4,13
71720,"Myotis emarginatus",2020,45.8579528164237,8.78928169617424,38.31,38.31,6.98,6.98,14,14,40.4,13
71720,"Myotis emarginatus",2021,45.8579528164237,8.78928169617424,38.29,38.29,7.05,7.05,13,13,40.4,13
71720,"Myotis emarginatus",2022,45.8579528164237,8.78928169617424,37.4,37.4,7.6,7.6,1,1,40.4,13
